#STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-TMIN-NORMAL,DLY-TMAX-NORMAL,MTD-PRCP-NORMAL
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101017,307,528,6
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101018,303,522,6
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101019,299,516,5
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101020,295,511,6
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101021,291,504,5
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101022,287,498,5
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101023,283,492,4
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101024,279,486,4
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101025,274,479,4
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101026,270,473,4
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101027,266,466,5
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101028,261,460,4
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101029,257,453,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101030,252,447,4
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101031,248,440,4
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101101,243,433,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101102,238,426,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101103,233,419,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101104,228,413,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101105,223,406,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101106,218,399,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101107,213,392,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101108,207,385,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101109,202,378,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101110,197,371,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101111,191,365,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101112,186,358,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101113,180,351,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101114,175,344,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101115,169,338,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101116,163,331,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101117,157,325,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101118,152,318,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101119,146,312,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101120,140,306,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101121,134,300,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101122,129,294,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101123,123,288,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101124,117,282,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101125,112,276,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101126,106,271,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101127,100,265,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101128,95,260,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101129,89,254,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101130,84,249,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101201,78,244,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101202,73,239,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101203,68,234,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101204,63,230,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101205,58,225,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101206,53,221,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101207,48,216,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101208,44,212,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101209,39,208,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101210,34,204,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101211,30,200,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101212,26,196,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101213,22,193,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101214,18,189,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101215,14,186,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101216,10,182,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101217,7,179,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101218,3,176,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101219,0,173,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101220,-4,170,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101221,-7,168,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101222,-10,165,1
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101223,-13,162,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101224,-15,160,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101225,-18,158,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101226,-21,156,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101227,-23,154,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101228,-25,152,3
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101229,-27,150,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101230,-29,148,2
GHCND:USC00327027,PETERSBURG 2 N ND US,466.3,48.0355,-98.01,20101231,-31,147,2
